"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isProductPageReviewFromOtherCountry","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"Sweden",,"2025-04-26",,"allStars","https://www.amazon.com/Asteroid-City-Blu-ray-DVD-Digital/dp/B0C7SQVND8/ref=zg_bsms_g_movies-tv_d_sccl_33/132-8474279-2690144?psc=1","false","true","true","4",,,"B0C7SQVND8","B0C7SQVND8","1",,"Inte komplet har bara bluray discen ingen dvd skiva som står på lådan som ska vara med i låden. Plast på lådan känner begannad ser inte ut att den är ny.","R2BFNFUQR8MXMN",,,,,,,,,,,,"Att den inte är kompket.",,"Reviewed in Sweden on April 26, 2025",,,,,"","B0C7SQVND8",,,,,,
"Germany",,"2023-10-25",,"allStars","https://www.amazon.com/Asteroid-City-Blu-ray-DVD-Digital/dp/B0C7SQVND8/ref=zg_bsms_g_movies-tv_d_sccl_33/132-8474279-2690144?psc=1","false","true","true","5",,,"B0C7SQVND8","B0C7SQVND8","3",,"…. Was Ich über den Film denken soll.Vorab mit einem Wort : anstrengend ist er.Und für diejenigen die den Film nicht verstehen : macht Euch nichts draus. Hauptdarsteller Jason Schwartzman sagt es kurz vor Ende des Films selbst,, Ich verstehe das Stück immernoch nicht,,Ich glaube nicht das der Text ihne Grund so platziert wurde.Mein empfinden war nach rund 20 Minuten auszumachen. Aber ich war mehr neugierig als enttäuscht.Was absolut für den Film spricht, und jetzt lasse Ich mal den Film Nostalgiker raus , ist diese Farbenfrohe Bildgewalt. Diese kräftigen Farben gibt es seit den 50er/60er Jahren nicht mehr. Aber genau diese Farbgebung und art Filme zu drehen , hat den Filmen damals diesen unverwechselbaren und ganz eigenen Charme verliehen. Das , was Ich an diesen alten Filmen so liebe.Das andere was für den Film spricht ist natürlich diese unglaubliche Starbesetzung.Scarlett Johansson ist einfach immer klasse. Kann alles spielen und sieht einfach immer umwerfend aus.Und die alten Hasen wie Hanks,Dafoe,Norton,Cranston,Swinton, Dillon geben noch Ihre ganz eigene Note , aber auch Erfahrung mit hinein.Kleiner Brüller ( sonst fand Ich den Film eher Mau was Lacher anging ) der tanzende Roadrunner im Abspann.Und nochmal zum ,, nicht verstehen,, …. Ich glaube manche Filme muss man oder soll man einfach nicht verstehen. So bleiben Sie aber im Gedächtnis.Mir persönlich kam der Film vor wie ein Mix aus dem eigentlichen Film und dem Casting bzw. einem Making of.Also auf diese Weise dann doch irgendwie genial gedacht und brilliant gemacht. Ich denke der Film braucht eine Weile bis er im Gehirn alle Gedankengänge durch hat.Für Leute die einfach mal nur einen Film genießen und abschalten wollen ( wie mich halt ) ist der Film eher schwierig. Wie gesagt, der brauch ne Weile bis er verarbeitet ist bei mir.","R33N0OOBTTW5HE",,,,,,,,,,,,"Keine Ahnung …..",,"Reviewed in Germany on October 25, 2023",,,,,"","B0C7SQVND8",,,,,,
"United States",,"2025-03-11",,"allStars","https://www.amazon.com/iFit-12-Month-Family-Membership-Subscription/dp/B08QDG92H2/ref=zg_bsms_g_software_d_sccl_7/132-8474279-2690144?psc=1","false","false","false","1",,,"B08QDG92H2","B08QDG92H2","1",,"Beware ordering this membership through Amazon!  I previously had the monthly train membership and wanted to upgrade to the annual pro membership so my husband could also use it.  I ordered this and it would not allow me to activate it.  Customer service told me that it was a glitch and that they would refund me so I could reorder.  I was hesitant to reorder but they assured me it would work the second time.  I reordered the membership and once again it wouldn't allow me to activate.  Customer service then tells me that my order never went through even though I had an order confirmation.  A few days later (after I had ordered elsewhere) I noticed I now had $800 worth of charges from Amazon for this membership that never worked.  I contacted Customer service yet again and they told me that digital items are non refundable!  They did finally agree to ""make an exception"" and refund my money for these memberships that were not able to be activated.  Customer service was extremely rude and I even had one agent hang up on me during a phone call.  Do not order this through Amazon!","RC3E7JR9PW7G2",,,,,,,,,,,,"Buyer beware!","https://www.amazon.com/gp/customer-reviews/RC3E7JR9PW7G2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08QDG92H2","Reviewed in the United States on March 11, 2025",,,"amzn1.account.AG77SCTJC7YC4SIHMHNIAGKKWPHQ","https://www.amazon.com/gp/profile/amzn1.account.AG77SCTJC7YC4SIHMHNIAGKKWPHQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B08QDG92H2",,,,,,
"United States",,"2021-09-08",,"allStars","https://www.amazon.com/iFit-12-Month-Family-Membership-Subscription/dp/B08QDG92H2/ref=zg_bsms_g_software_d_sccl_7/132-8474279-2690144?psc=1","false","false","false","2",,,"B08QDG92H2","B08QDG92H2","1",,"It says ""available now"" but it does not give me the option to add to my cart.  Don't get us all excited and then turn us down when it comes time to redeem offer !!!","R27AIHEQT3TQUZ",,,,,,,,,,,"32 people found this helpful","Option to add to cart is grayed out","https://www.amazon.com/gp/customer-reviews/R27AIHEQT3TQUZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08QDG92H2","Reviewed in the United States on September 8, 2021",,,"amzn1.account.AHAS5GGFESAGRMQB4OUGV5RN53SQ","https://www.amazon.com/gp/profile/amzn1.account.AHAS5GGFESAGRMQB4OUGV5RN53SQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B08QDG92H2",,,,,,
"United States",,"2021-12-11",,"allStars","https://www.amazon.com/iFit-12-Month-Family-Membership-Subscription/dp/B08QDG92H2/ref=zg_bsms_g_software_d_sccl_7/132-8474279-2690144?psc=1","false","false","false","3",,,"B08QDG92H2","B08QDG92H2","1",,"Not an item just advertisement","R2P6XKEX2EKWOG",,,,,,,,,,,"6 people found this helpful","Bogus","https://www.amazon.com/gp/customer-reviews/R2P6XKEX2EKWOG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08QDG92H2","Reviewed in the United States on December 11, 2021",,,"amzn1.account.AH2GLISP6BHZO6XUDCO3Q6WTW6LA","https://www.amazon.com/gp/profile/amzn1.account.AH2GLISP6BHZO6XUDCO3Q6WTW6LA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B08QDG92H2",,,,,,
"United States",,"2024-06-08",,"allStars","https://www.amazon.com/iFit-12-Month-Family-Membership-Subscription/dp/B08QDG92H2/ref=zg_bsms_g_software_d_sccl_7/132-8474279-2690144?psc=1","false","false","true","4",,,"B08QDG92H2","B08QDG92H2","5",,"I purchased this annual iFit membership for my NordicTrack treadmill. The workouts are amazing. I have never been so motivated to workout. My favorite trainer is Heather Jenson @triandrungirl I have joined several of her running series and the locations are absolutely beautiful.","RHGFB9ZKN282G",,,,,,,,,,,"3 people found this helpful","Ifit Membership","https://www.amazon.com/gp/customer-reviews/RHGFB9ZKN282G/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B08QDG92H2","Reviewed in the United States on June 8, 2024",,,"amzn1.account.AFY44IAHVY7DSNLWCYVX6XS4WIYQ","https://www.amazon.com/gp/profile/amzn1.account.AFY44IAHVY7DSNLWCYVX6XS4WIYQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B08QDG92H2",,,,,,
"United States",,"2025-05-27",,"allStars","https://www.amazon.com/Room-Porch-Taj-Mahal-Keb/dp/B0DWG3ZWWL/ref=zg_bsnr_c_music_d_sccl_15/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0DWG3ZWWL&psc=1","false","false","true","1",,,"B0DWG3ZWWL","B0DWG3ZWWL","5",,"This album is fantastic. I personally like it better than their first album. The production for a vinyl record is exceptional. You hear all the vocals and the instruments, every note is crystal clear. If this is not nominated for album of the year I will be disappointed.","R1CKE8N4V5RUBV",,,,,,,,,,,,"This is a contender for album of the year.","https://www.amazon.com/gp/customer-reviews/R1CKE8N4V5RUBV/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DWG3ZWWL","Reviewed in the United States on May 27, 2025",,,"amzn1.account.AFM4P2NTQII4PBITKS32E3ZPKVKQ","https://www.amazon.com/gp/profile/amzn1.account.AFM4P2NTQII4PBITKS32E3ZPKVKQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0DWG3ZWWL",,,,,,
"United States",,"2025-05-23",,"allStars","https://www.amazon.com/Room-Porch-Taj-Mahal-Keb/dp/B0DWG3ZWWL/ref=zg_bsnr_c_music_d_sccl_15/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0DWG3ZWWL&psc=1","false","false","false","2",,,"B0DWG3ZWWL","B0DWG3ZWWL","5",,"This is a fine album with this collection of blues and R&B tunes.  Taj and Keb Mo' work seamlessly together. The tunes are diverse and often soulful, testifying to what two masters can envision and accomplish in the various blues genre they're exploring.","R35ZDIEYNNUHK6",,,,,,,,,,,"One person found this helpful","Excellent new album","https://www.amazon.com/gp/customer-reviews/R35ZDIEYNNUHK6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DWG3ZWWL","Reviewed in the United States on May 23, 2025",,,"amzn1.account.AEN5XQKKKQMIW7RPR6X7HK4ZPD6A","https://www.amazon.com/gp/profile/amzn1.account.AEN5XQKKKQMIW7RPR6X7HK4ZPD6A/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0DWG3ZWWL",,,,,,
"United Kingdom",,"2025-05-24",,"allStars","https://www.amazon.com/Room-Porch-Taj-Mahal-Keb/dp/B0DWG3ZWWL/ref=zg_bsnr_c_music_d_sccl_15/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0DWG3ZWWL&psc=1","false","true","true","1",,,"B0DWG3ZWWL","B0DWG3ZWWL","5",,"Excellent  from tajmo I love kebs voice I think I have got99 %  of his albumsAbsolutely love this cd","R2D4NO5MY3L1Y0",,,,,,,,,,,,"Bernard Cook Birkenhead",,"Reviewed in the United Kingdom on May 24, 2025",,,,,"","B0DWG3ZWWL",,,,,,
"Germany",,"2025-05-24",,"allStars","https://www.amazon.com/Room-Porch-Taj-Mahal-Keb/dp/B0DWG3ZWWL/ref=zg_bsnr_c_music_d_sccl_15/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0DWG3ZWWL&psc=1","false","true","true","2",,,"B0DWG3ZWWL","B0DWG3ZWWL","5",,"Keb’ Mo’ begeistert mit seiner Musik durch eine warme, soulvolle Mischung aus Blues, Folk und Americana. Seine Lieder strahlen Authentizität und Herz aus, getragen von seiner markanten Stimme und seinem virtuosen Gitarrenspiel. Keb’ Mo’ versteht es, klassische Blues-Elemente mit modernen Einflüssen zu verbinden, wodurch seine Musik sowohl zeitlos als auch zeitgemäß wirkt. Besonders beeindruckend ist seine Fähigkeit, mit einfachen Mitteln tiefgehende Emotionen zu transportieren. Ein Künstler, der den Blues lebendig hält und gleichzeitig weiterentwickelt – absolut hörenswert!Die Vinyl läuft fehlerfrei und liegt Plan auf, die Klangqualität ist hervorragend.","R2WGJZV65SOWAK",,,,,,,,,,,,"Neues von zwei Super Blues Größen",,"Reviewed in Germany on May 24, 2025",,,,,"","B0DWG3ZWWL",,,,,,
"United States",,"2024-11-16",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","1",,,"B00OZTJ1N4","B00OZTJ1N4","5",,"I bought this to replace an obsolete version which no longer worked on my version of Windows. This one works on Windows 10 and I can access all my label databases again.","R24MRAT3YU6PW",,,,,,,,,,,,"Good program","https://www.amazon.com/gp/customer-reviews/R24MRAT3YU6PW/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on November 16, 2024",,,"amzn1.account.AF2DK226WZBD5U34OCVPWJADI4UA","https://www.amazon.com/gp/profile/amzn1.account.AF2DK226WZBD5U34OCVPWJADI4UA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2021-09-08",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","2",,,"B00OZTJ1N4","B00OZTJ1N4","1",,"Advertised to work on windows 7.  Doesn’t work. No instructions. Nothing. Don’t buy.","RQTOHV1MKIEZS",,,,,,,,,,,,"Waste of money","https://www.amazon.com/gp/customer-reviews/RQTOHV1MKIEZS/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on September 8, 2021",,,"amzn1.account.AH3RIEMUOI24Q545N75JPEBD3LAA","https://www.amazon.com/gp/profile/amzn1.account.AH3RIEMUOI24Q545N75JPEBD3LAA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2024-10-30",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","3",,,"B00OZTJ1N4","B00OZTJ1N4","3",,"Not easy to use.  CSV transfer from excel did not populate file.  Not user friendly.","R1VMBCK28ER9DZ",,,,,,,,,,,,"Did not work","https://www.amazon.com/gp/customer-reviews/R1VMBCK28ER9DZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on October 30, 2024",,,"amzn1.account.AGFMFCGOAEJSSP6OQCFS4WCCBOXQ","https://www.amazon.com/gp/profile/amzn1.account.AGFMFCGOAEJSSP6OQCFS4WCCBOXQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2024-12-12",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","4",,,"B00OZTJ1N4","B00OZTJ1N4","2",,"I have not figured it out. I installed on version 10 but have not been succeeded in printing a l label on any size sheet so far.","R2W777NQMI3FRB",,,,,,,,,,,,"Windows versions listed as are all older versions","https://www.amazon.com/gp/customer-reviews/R2W777NQMI3FRB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on December 12, 2024",,,"amzn1.account.AE56PMVHSSG5W4KDYBUS7OIGMMBQ","https://www.amazon.com/gp/profile/amzn1.account.AE56PMVHSSG5W4KDYBUS7OIGMMBQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2024-03-11",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","5",,,"B00OZTJ1N4","B00OZTJ1N4","5",,"Program works fine","R1WPFMJQKVS97D",,,,,,,,,,,,"Good label program","https://www.amazon.com/gp/customer-reviews/R1WPFMJQKVS97D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on March 11, 2024",,,"amzn1.account.AGOKV3Q4BFYXMUELGZS6SA6WKKZA","https://www.amazon.com/gp/profile/amzn1.account.AGOKV3Q4BFYXMUELGZS6SA6WKKZA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2020-05-27",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","6",,,"B00OZTJ1N4","B00OZTJ1N4","1",,"The ad said this program would work with window 8 and it did not work.  The disc itself lists the programs it works with  and it goes to window XP and no windows 8 was listed.  I had this program on my old computer and have used it for many years with no problems so I wanted to update the label program since the old one did not down load to my “ new” computer. I had to return this program.","R2LYKLZI7N4LA2",,,,,,,,,,,"3 people found this helpful","My Labels program","https://www.amazon.com/gp/customer-reviews/R2LYKLZI7N4LA2/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on May 27, 2020",,,"amzn1.account.AHKSPCHPAKGEF22JAMREW66FY6PA","https://www.amazon.com/gp/profile/amzn1.account.AHKSPCHPAKGEF22JAMREW66FY6PA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2023-04-29",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","7",,,"B00OZTJ1N4","B00OZTJ1N4","5",,"It is a easy program","R1O6SZW9HBBWVE",,,,,,,,,,,,"To down load","https://www.amazon.com/gp/customer-reviews/R1O6SZW9HBBWVE/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on April 29, 2023",,,"amzn1.account.AHXQHSKK2DYJWX7BCU2OV2Z2XZYA","https://www.amazon.com/gp/profile/amzn1.account.AHXQHSKK2DYJWX7BCU2OV2Z2XZYA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2022-10-21",,"allStars","https://www.amazon.com/My-Software-Labels/dp/B00OZTJ1N4/ref=zg_bsms_g_software_d_sccl_10/132-8474279-2690144?psc=1","false","false","true","8",,,"B00OZTJ1N4","B00OZTJ1N4","2",,"I tried to make new custom labels from drop drop down menus but Avery label. #. 22805. Is not to be found. Custom creation of labels is so complicated and the help tab is worthless","R31CLKI36ZP5BT",,,,,,,,,,,"One person found this helpful","Custom creation of labels is berry difficult. Help tab is wprthless","https://www.amazon.com/gp/customer-reviews/R31CLKI36ZP5BT/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B00OZTJ1N4","Reviewed in the United States on October 21, 2022",,,"amzn1.account.AHWS5VWIAZCGWJUAIZBR7MOP5AJA","https://www.amazon.com/gp/profile/amzn1.account.AHWS5VWIAZCGWJUAIZBR7MOP5AJA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B00OZTJ1N4",,,,,,
"United States",,"2014-10-27",,"allStars","https://www.amazon.com/Songs-About-Buildings-Deluxe-Blu-ray/dp/B0FB3Y7QHR/ref=zg_bsnr_c_music_d_sccl_14/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0FB3Y7QHR&psc=1","false","false","true","1",,,"B0FB3Y7QHR","B0FB3Y7QHR","5",,"Though the deep origins of human music will probably remain forever milkily obscure, no one probably intended it to make civilization seem strange, detached and sometimes alien. Pop music often celebrates or affirms a culture's predominant values and ideals. Rock n' roll embraced its own distracted, alternate ethos, which often resulted more in escapism and hero worship than in any meaningful scrutiny of reality. By stark contrast, The Talking Heads somehow made music that feels and plays like a distorted critical mirror onto their own society. Multi-layered, often highly hip-swinging rhythms, combined with sounds and effects approaching psychedelia provide enough ear candy to deflect the nearly deviant themes of the often twisted lyrics. As such, Talking Heads managed to provide a critical lens onto modern life and popular culture while simultaneously embedding themselves within it. Few have managed to inject so much intellectualism and artistic sensibility into pop music while keeping sales at reasonable levels of self-preservation.The band's second album, ""More Songs About Buildings and Food,"" sounds so refreshing, unique and singular that it seems like another debut. Their first album, ""77,"" sounds musically light years away from the follow-up's thick arrangements and electronically laden atmosphere. Many bands require multiple releases to fully gestate, but Talking Heads miraculously attained it after a single album. Like an infant blue whale, they grew up fast and never sounded the same again. The 1977 version of ""Stay Hungry,"" a bonus track included with the album's 2006 re-release, when juxtaposed with the version included on ""Buildings and Food,"" demonstrates this astonishing transition.Though the music exploded with a new frenetic inventiveness, the lyrics continued their skewed, confused look at human life in an increasingly technological civilization. One obvious standout track in this regard, ""The Big Country,"" fully rejects this growing mass culture with an anthropological literal bird's eye view. From the window of an airplane, the song's narrator looks down on the fields, towns and people, who scurry ant and flea-like between their established institutions and expectations. Though the narrator admits that such a life has some advantages, the song's chorus chimes the harsh conclusion: ""I wouldn't live there if you paid me."" Paradoxically, one does need to get paid, sometimes heavily, to afford the lifestyle in question. Regardless, the song masterfully lays the average American life starkly bare. Though it doesn't present solutions - a song can only do so much - it does present the often automatic suburban lifestyle as a question rather than an inevitable fate.Other songs also question deep societal norms. The jolting ""I'm Not In Love"" outright claims that we don't need love and that ""I believe someday we'll live in a world without love."" Equal to the seemingly deterministic suburban lifestyle, the emotion and value most treasured by that same lifestyle comes under scrutiny as potentially unnecessary. Were such an idea presented in a less musically seductive manner, the devotees of passion may cry heresy. Though one could easily see the song as a simple denial following a failed relationship, the lyrics' scope suggest a wider range of scrutiny.""With Our Love"" remains painfully relevant today. As many know, the combination of work and love doesn't mix well chemically or socially. The song's repeated cries of ""I have to get to work now... set an example for us!"" while elastic guitar riffs oscillate in unison heightens these familiar tensions to fever pitch. Modern angst pours from this song and many others on the album. ""Warning Sign"" needs little explanation following the opening lyric, ""warning sign, warning sign I hear it but I pay no mind."" ""The Girls Want to be with the Girls"" probably includes one of pop music's few lyrical instances of ""abstract analysis."" Is the song a celebration of supposed ""female values"" or an observation on gender tension? The sometimes vague words, like most good lyrics, leave room for multiple interpretations. ""Artists Only,"" with its wonderfully creepy instrumental refrain, probably satirizes the worst sort of art school student. Since the band formed while in art school, they probably had plenty of experience with people taking themselves too seriously (""pretty soon now, I will be bitter""). And of course the album begins with a frenetic horse gallop into an ecstasy of shaping another person to one's own designs and desires. ""Thank You For Sending Me an Angel"" seems to explore the psychological dimension of relationships that involves the desire of one person to ""improve upon"" the other, or at least the trap of seeing one's partner exclusively in light of one's own expectations and needs. The song launches the album off appropriately and the energy never ceases until the first nanosecond of silence following the closing song.""More Songs About Buildings And Food"" stands amongst the Talking Heads' best work and amongst some of the best rock/pop produced in the late 1970s. The influence of producer Brian Eno stands out saliently and he helped propel the band forwards into increasingly innovative territory. The entire album, even the minor hit, an Eno-treated cover version of Al Green's ""Take Me To The River,"" sounds amazingly fresh some thirty-six years later. Perhaps this is partly because the intervening years have seen an increasing commodification of pop music and a considerable de-emphasis on innovation and exploration. The bucks now seem to reign. Though the Talking Heads would eventually climb the popular charts in the 1980s, in 1978 their sales were by no means stellar. This remained true even up until their universally acclaimed album ""Remain in Light."" Would this important band have survived for so long in today's money music environment? Or would they have been relegated to Internet obscurity? Of course no one can say, but we can remain happy that these musically curious art students decided to take a different course in life and that they happened to live in a time that welcomed, or at least allowed, their askew questioning and angular perspectives. And 1978 was only the beginning, or maybe the second beginning?","RI6QZZY1V1RQM",,,,,,,,,,,"17 people found this helpful","More songs about the bizarre and confusing modern world...","https://www.amazon.com/gp/customer-reviews/RI6QZZY1V1RQM/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0FB3Y7QHR","Reviewed in the United States on October 27, 2014",,,"amzn1.account.AGP7UZVT6IJ5A7IXB63GQKY64BZQ","https://www.amazon.com/gp/profile/amzn1.account.AGP7UZVT6IJ5A7IXB63GQKY64BZQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0FB3Y7QHR",,,,,,
"United States",,"2025-05-03",,"allStars","https://www.amazon.com/Songs-About-Buildings-Deluxe-Blu-ray/dp/B0FB3Y7QHR/ref=zg_bsnr_c_music_d_sccl_14/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0FB3Y7QHR&psc=1","false","false","true","2",,,"B0FB3Y7QHR","B0FB3Y7QHR","5",,"excellent","R3LG4UM1F1N3HP",,,,,,,,,,,,"excellent","https://www.amazon.com/gp/customer-reviews/R3LG4UM1F1N3HP/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0FB3Y7QHR","Reviewed in the United States on May 3, 2025",,,"amzn1.account.AEORPPCSBYUR62N4JY23AF63MC6A","https://www.amazon.com/gp/profile/amzn1.account.AEORPPCSBYUR62N4JY23AF63MC6A/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0FB3Y7QHR",,,,,,
"United States",,"2024-11-12",,"allStars","https://www.amazon.com/Songs-About-Buildings-Deluxe-Blu-ray/dp/B0FB3Y7QHR/ref=zg_bsnr_c_music_d_sccl_14/132-8474279-2690144?pd_rd_w=b8wxt&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0FB3Y7QHR&psc=1","false","false","true","3",,,"B0FB3Y7QHR","B0FB3Y7QHR","5",,"The musical genius of the Talking Heads is well established. This review is particularly in relation to the pressing. This pressing from Germany is dead quiet and flat as a pancake. I could not be happier.","R1J9G9A2L9FXTS",,,,,,,,,,,,"Incredible Pressing From Germany!","https://www.amazon.com/gp/customer-reviews/R1J9G9A2L9FXTS/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0FB3Y7QHR","Reviewed in the United States on November 12, 2024",,,"amzn1.account.AHX4VZUXDNQHAXVLSR6UIA3ZT4UQ","https://www.amazon.com/gp/profile/amzn1.account.AHX4VZUXDNQHAXVLSR6UIA3ZT4UQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0FB3Y7QHR",,,,,,
