"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isProductPageReviewFromOtherCountry","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewImages/10","reviewImages/11","reviewImages/12","reviewImages/13","reviewImages/14","reviewImages/15","reviewImages/16","reviewImages/17","reviewImages/18","reviewImages/19","reviewImages/20","reviewImages/21","reviewImages/22","reviewImages/23","reviewImages/24","reviewImages/25","reviewImages/26","reviewImages/27","reviewImages/28","reviewImages/29","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2025-05-03",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","false","true","6",,,"B071P2MQ5D","B071P2MQ5D","5",,"It doesn't look like much, but it sure does the job. It's a foam roller like you find in a dance studio or gym, except you don't have to share it with a lot of other sweaty people. I can feel my spine getting aligned, and it has helped break up the myofascial buildup to release the muscle fibers. Surprisingly, the muscle tones show better now. If you are large and/or tall, this might be too narrow at 12 inches.","R355DVMS9JM84F",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One person found this helpful","Back Saver","https://www.amazon.com/gp/customer-reviews/R355DVMS9JM84F/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B071P2MQ5D","Reviewed in the United States on May 3, 2025",,,"amzn1.account.AG3YADDWUXGRGDGJPX372YL532RQ","https://www.amazon.com/gp/profile/amzn1.account.AG3YADDWUXGRGDGJPX372YL532RQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Style: 12 Inches, Color: Black","B071P2MQ5D","Style","12 Inches","Color","Black",,
"United States",,"2025-05-03",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","false","true","7",,,"B071P2MQ5D","B071P2MQ5D","5",,"This foam roller has been a total lifesaver! It’s helped me loosen up tight muscles after workouts and has made a noticeable difference with my shin splints. The firmness is just right - not too soft, not too hard - and it really gets into those sore spots. I use it daily now and feel so much better after. If you deal with muscle tension or shin pain, this is 100% worth it!","R2I6AEYOXCM5BY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 people found this helpful","Game Changer for Muscle Tension and Shin Splints","https://www.amazon.com/gp/customer-reviews/R2I6AEYOXCM5BY/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B071P2MQ5D","Reviewed in the United States on May 3, 2025",,,"amzn1.account.AH3FECVX6RLDIPFUXLK3VJQWXC2Q","https://www.amazon.com/gp/profile/amzn1.account.AH3FECVX6RLDIPFUXLK3VJQWXC2Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Style: 36 Inches, Color: Black","B071P2MQ5D","Style","36 Inches","Color","Black",,
"United States",,"2025-05-18",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","false","true","8",,,"B071P2MQ5D","B071P2MQ5D","3",,"This roller is too hard. It feels like I am rolling on a stone log rather than foam.","R34W4VZH76L9Z6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Too hard","https://www.amazon.com/gp/customer-reviews/R34W4VZH76L9Z6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B071P2MQ5D","Reviewed in the United States on May 18, 2025",,,"amzn1.account.AEWOEJV4WM3O4DBVB5VLH3GNYTUA","https://www.amazon.com/gp/profile/amzn1.account.AEWOEJV4WM3O4DBVB5VLH3GNYTUA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Style: 18 Inches, Color: Black","B071P2MQ5D","Style","18 Inches","Color","Black",,
"United Arab Emirates",,"2024-03-03",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","true","true","1",,,"B071P2MQ5D","B071P2MQ5D","5",,"It's light do you might think it will get squished when you use but actually very sturdy.","R1838QYIO0325",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lightweight but durable",,"Reviewed in the United Arab Emirates on March 3, 2024",,,,,"Style: 36 Inches, Color: Black","B071P2MQ5D","Style","36 Inches","Color","Black",,
"Mexico",,"2025-05-17",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","true","true","2",,,"B071P2MQ5D","B071P2MQ5D","5",,"Buen producto","R19ZL6M5IFN8J8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Recomendado",,"Reviewed in Mexico on May 17, 2025",,,,,"Style: 12 Inches, Color: Black","B071P2MQ5D","Style","12 Inches","Color","Black",,
"Australia",,"2023-09-05",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","true","true","3",,,"B071P2MQ5D","B071P2MQ5D","5",,"I read a lot of reviews for foam rollers after I had to dispose of my last one due to a naughty dog... The reviews all had the Amazon Basics foam roller in the top 1 or 2 products so I thought I'd give it a go.It's less that half the price of my old roller and better in terms of how it performs!  It's very firm, but I think that makes it more effective.","R1BFLTE4W6AEQB",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheap and good - perfect!",,"Reviewed in Australia on September 5, 2023",,,,,"Style: 24 Inches, Color: Black","B071P2MQ5D","Style","24 Inches","Color","Black",,
"Germany",,"2025-05-26",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","true","true","4",,,"B071P2MQ5D","B071P2MQ5D","5",,"Ive had a hand massage and I also have a massage gun, but the way this roll losens the muscles is crazy, I dont usually write reviews but this thing put a smile on my face the first time I used it","R1F9G0TG1PAE2Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10/10",,"Reviewed in Germany on May 26, 2025",,,,,"Style: 24 Inches, Color: Black","B071P2MQ5D","Style","24 Inches","Color","Black",,
"Italy",,"2025-04-19",,"allStars","https://www.amazon.com/Amazon-Basics-Density-Exercise-Recovery/dp/B071P2MQ5D/ref=zg_bs_c_sporting-goods_d_sccl_9/132-8474279-2690144?pd_rd_w=lR4iT&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B071P2MQ5D&th=1","false","true","true","5",,,"B071P2MQ5D","B071P2MQ5D","5",,"Roller ben fatto, rigido ma non scivola. Soddisfatta.","R1F9MMICDGO4P5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Soddisfatta",,"Reviewed in Italy on April 19, 2025",,,,,"Style: 36 Inches, Color: Black","B071P2MQ5D","Style","36 Inches","Color","Black",,
"United States",,"2023-06-26",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","false","true","1",,,"B07MJL8NXR","B07MJL8NXR","5",,"[BEFORE SHAKING, clean any ""slime"" from inside the neck and cap..*][UPDATE: Costs.  03/17/25I agree these are expensive, but so are most others. My cost when I started 3+ yrs ago was about $24/12, now it is $32/12. I have noticed varying prices, but I did discover the paper cartons are cheaper. I  opted for one that said $23+/-... it ended being $25, but it's still a savings.]* * *I am an elderly woman who is suffering from kidney and heart issues. I don't have much appetite, so also losing muscle like crazy. I am looking like all those other wrinkly, skinny old people I said I wouldn't. So my doctor said high protein shakes. Okay.I started researching. Because of price and ratings I started with a couple 4-pks of Premier from a local grocery outlet. Cafe latte... Yum! Then I went to Amazon to get regular deliveries because I no longer drive. Read lots of reviews.  I noticed some mentions of outlets besides Amazon. I also noticed a link to 'Premier Store'. Given the bad reviews re slime and expiration dates, I carefully made sure I wasn't ordering through an outside source. Don't  know if that actually helped, but I have had very few of those issues in the past 3+ years. **Although, to make sure on the slime, I open a bottle before shaking and check inside the neck and cap, to wipe out if needed. Then re-cap and shake, shake, shake. One could also pour through a fine/tea strainer.**Besides Cafe Latte, I have tasted Peaches and Cream, Vanilla, and Strawberries and Cream. None of these are strong flavored, but I can taste the chocolate and coffee in my favorite. The Vanilla is refreshing, as is the Peaches and Cream (which has a delicate peach flavor). The Strawberries and Cream is cooling and not untasty, just not much flavor. And I have added Bananas and Cream, which is also nice but mild.One more issue: digestion.  Some people's innards don't like the soy and/or the lactose. Others are more forgiving. I get some bloat but the benefit I receive outweighs any mild discomfort. Just because some people can't tolerate this product doesn't mean it's bad.My last note...lead. Lead is bad. But I have been around lead for many decades, from leaded gasoline polluting roadside blackberries (oh, no!) to lead in paint for all kinds of things. It hasn't had much impact on me (that I know of) and I am not giving these to anyone else, so, in the meantime, whatever life I have left will not be spent worrying about it.  Granted, you younger people and children do need to be cautious.Ain't it fun?UPDATE:  23 Oct 20231.  To start, the shakes I get are shipped in thick, heavy-duty boxes in which the bottles are closely and firmly packed and the company name and other pertinent info is printed on the outside. If yours isn't it is likely from an outside vendor, with issues such as expiry dates and improper storage, not to mention higher prices.2.  Regarding the slime and stomach issues, they appear to be caused by the same ""problem""--- the protein. While some flavors have two types of condensed (is that the word I want?) milk proteins combined, many also have soy. The proteins sometimes separate a bit causing the slime.  My suggestion above still holds.And, I'm sorry to say, the stomach issues are also caused by the milk proteins and lactose. Over 60% of Americans suffer from some level of lactose intolerance (not allergy); an individual's level of intolerance will determine how bad you feel. Oh swell!Finally, recycling the bottles: Rinse and zip off the cover which is discarded. Done. BUT if you live in either Oregon (me) or Maine you have the option to redeem the bottles for 10 cents or 5 cents, respectively, if the portion of the cover stating so is still attached. Granted it's not a lot, but it builds....the choice is yours.( I am drinking 2-3 daily, so I am donating my $$ to our residential park's FEMA -sponsered CERT program to buy disaster supplies. [Oregon is in the middle of the Cascadia Subduction Zone --northern CA to Vancouver Island BC-- inevitable massive (9+/-) off shore earthquake. When, not if.]),Now I'm done! Have a healthy life.","R2NMZ35RI4R36D",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,619 people found this helpful","I am very satisfied. UPDATES!","https://www.amazon.com/gp/customer-reviews/R2NMZ35RI4R36D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07MJL8NXR","Reviewed in the United States on June 26, 2023",,,"amzn1.account.AHNVFROT77YRGNH4HAWYESZFF4JA","https://www.amazon.com/gp/profile/amzn1.account.AHNVFROT77YRGNH4HAWYESZFF4JA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Flavor Name: Cafe Latte, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Cafe Latte","Size","11.5 Fl Oz (Pack of 12)",,
"United States",,"2025-04-25",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","false","true","2",,,"B07MJL8NXR","B07MJL8NXR","5",,"Recently, I don't have much of an appetite because of medication, so it was suggested that I try protein drinks.  There are lots of brands but a lot of those are chocolate- or vanilla-flavored. I don't like chocolate and vanilla just sounded, well, plain vanilla. Eventually,  found Premiere Protein which offered more than chocolate and vanilla flavors.I chose the peach and cream but I wasn't expecting much.  Peach is one of those flavors that can go horribly wrong.  I was pleasantly surprised.  The peach flavor is good and while I do wish the peach flavor was stronger, it doesn't taste artificial.  Even at 39g of protein, there is none of that chalky, grainy texture that is ick.  The sweetness level is just right for me (although my brother thought it could be sweeter) and the aftertaste from the sweeteners isn't bad.  The consistency of the drink is pleasant, none of the sludge-like consistency that I remember from some other protein drinks.Another thing I liked about this protein drink was that it doesn't have to be cold to taste good.  I have tried other brands that, in my opinion, had to be cold to be drinkable.I think I read somewhere that the peaches and cream, along with a few others, is limited edition.  I like this protein drink and peach flavor so much, I just might stock up before the flavor is no longer available.  I am looking forward to trying the other limited edition flavors.","R2D06F4X72G7IQ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9 people found this helpful","Pro: Peaches & Cream tastes great; Con: It is a limited edition flavor","https://www.amazon.com/gp/customer-reviews/R2D06F4X72G7IQ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07MJL8NXR","Reviewed in the United States on April 25, 2025",,,"amzn1.account.AEXOA2OD63Q2NHFQALHTDSWMHO3Q","https://www.amazon.com/gp/profile/amzn1.account.AEXOA2OD63Q2NHFQALHTDSWMHO3Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Flavor Name: Peaches & Cream, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Peaches & Cream","Size","11.5 Fl Oz (Pack of 12)",,
"United States",,"2025-05-25",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","false","true","3",,,"B07MJL8NXR","B07MJL8NXR","5",,"I’ve had several of these, and overall they’re solid. The texture is creamy and smooth when shaken well, but there is an issue with clumpiness. Some of the shake tends to dry at the top of the bottle, and if you don’t wipe it off, you’ll end up sipping clumps throughout. It's not a deal-breaker, but definitely something to be aware of.Drinkability is fine—I drank it, no problem there. With 30g of protein and only 1g of sugar, it checks the right nutritional boxes. The convenience is the best part: no prep, just grab and go. It fits easily into a busy day.","R39NZSNPGW861Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 people found this helpful","Creamy, Convenient, but Watch for Clumps","https://www.amazon.com/gp/customer-reviews/R39NZSNPGW861Y/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B07MJL8NXR","Reviewed in the United States on May 25, 2025",,,"amzn1.account.AEXMC5KB6J3GXRTL2XXDRKSHUJBA","https://www.amazon.com/gp/profile/amzn1.account.AEXMC5KB6J3GXRTL2XXDRKSHUJBA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Flavor Name: Chocolate, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Chocolate","Size","11.5 Fl Oz (Pack of 12)",,
"United Arab Emirates",,"2023-06-24",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","true","true","1",,,"B07MJL8NXR","B07MJL8NXR","5",,"Love the products a lot","R1BS5WT7RMYNMG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Premier Protein Shake 30 g",,"Reviewed in the United Arab Emirates on June 24, 2023",,,,,"Flavor Name: Chocolate, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Chocolate","Size","11.5 Fl Oz (Pack of 12)",,
"United Arab Emirates",,"2023-06-29",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","true","true","2",,,"B07MJL8NXR","B07MJL8NXR","4",,"taste was good.","R1RN5GW9TEGGUK",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"delicious",,"Reviewed in the United Arab Emirates on June 29, 2023",,,,,"Flavor Name: Cookies & Cream, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Cookies & Cream","Size","11.5 Fl Oz (Pack of 12)",,
"Australia",,"2024-07-21",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","true","true","3",,,"B07MJL8NXR","B07MJL8NXR","5",,"Arrived quickly in Australia, sooner than was stated. Sweet vanilla flavour, thin consistency. Be sure to drink ice cold and shake well. Have just ordered another flavour to try, too.","R25A0ZUMYLRZ58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Convenient and tasty",,"Reviewed in Australia on July 21, 2024",,,,,"Flavor Name: Cake Batter, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Cake Batter","Size","11.5 Fl Oz (Pack of 12)",,
"Australia",,"2020-12-12",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","true","true","4",,,"B07MJL8NXR","B07MJL8NXR","5",,"Tried this on a trip to America and can’t buy it in Australia so well worth the wait for delivery to Down under","R2IGEIWUBN6UX7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Great taste",,"Reviewed in Australia on December 12, 2020",,,,,"Flavor Name: Strawberries & Cream, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Strawberries & Cream","Size","11.5 Fl Oz (Pack of 12)",,
"Mexico",,"2024-05-31",,"allStars","https://www.amazon.com/Premier-Protein-Shake-Chocolate-11-5/dp/B07MJL8NXR/ref=zg_bs_c_grocery_d_sccl_3/132-8474279-2690144?pd_rd_w=G4RpL&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B07MJL8NXR&th=1","false","true","true","5",,,"B07MJL8NXR","B07MJL8NXR","5",,"Lo uso en mi control de dieta","R2O6LSGSX6YRCJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Excelente",,"Reviewed in Mexico on May 31, 2024",,,,,"Flavor Name: Vanilla, Size: 11.5 Fl Oz (Pack of 12)","B07MJL8NXR","Flavor Name","Vanilla","Size","11.5 Fl Oz (Pack of 12)",,
"United States",,"2025-05-21",,"allStars","https://www.amazon.com/Drift-Car-Air-Freshener-Eliminator/dp/B0C1HJV7BJ/ref=zg_bs_c_automotive_d_sccl_1/132-8474279-2690144?pd_rd_w=yzjwO&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B0C1HJV7BJ&th=1","false","false","true","1",,,"B0C1HJV7BJ","B0C1HJV7BJ","5",,"I got the teak scent with the starter kit. It was easy to clip onto the sun visor, and the smell is phenomenal. I would describe the teak as a warm, slightly woody cinnamon. It reminds me a lot of cinnamon extract or cinnamon essential oil. It's a good unisex fragrance in my opinion, though I know some may find it too masculine. If you prefer very feminine scents, I would suggest avoiding the teak.I just put it in my car, so I will try to remember to update this on the longevity of the scent once it finally fades. I'll be able to decide whether it's worth it or not by how long it lasts. Initially, at least, this gets 5 stars.Small update - About 3 days after putting this in my car, the intensity of the scent dropped. It's not so powerful that every inhale inside my car smells like intense teak, but it's still pleasant.","R114PREHSNEUN3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3 people found this helpful","Cute $13 wood block in my car that smells like cinnamon","https://www.amazon.com/gp/customer-reviews/R114PREHSNEUN3/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0C1HJV7BJ","Reviewed in the United States on May 21, 2025",,,"amzn1.account.AHZWZD7ZQCYL3OYCQHKZPPJETOZA","https://www.amazon.com/gp/profile/amzn1.account.AHZWZD7ZQCYL3OYCQHKZPPJETOZA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Scent: Teak/Starter Kit","B0C1HJV7BJ","Scent","Teak/Starter Kit",,,,
"United States",,"2025-05-16",,"allStars","https://www.amazon.com/Drift-Car-Air-Freshener-Eliminator/dp/B0C1HJV7BJ/ref=zg_bs_c_automotive_d_sccl_1/132-8474279-2690144?pd_rd_w=yzjwO&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=2GPG21YQY8K6YYZTQ0NK&pd_rd_wg=9MSdt&pd_rd_r=44738006-8310-442a-b4f2-35040a45748b&pd_rd_i=B0C1HJV7BJ&th=1","false","false","true","2",,,"B0C1HJV7BJ","B0C1HJV7BJ","3",,"First of all this scent (cabana) has a very oak-heavy smell. I’m not sure if that was the underlying scent of the wood block or the cabana scent itself, but it was not at all what I was expecting, and I didn’t care for it at all. Secondly, the visor clip didn’t even slightly fit on the visor of my 2025 rav4. I had to open it all the way and even then it wasn’t wide enough and ended up sticking off on the front edge, which just loooed silly and defeated the purpose of buying such an expensive, sleek-looking air freshener. They need to release more options for holders for people whose visors don’t work with the one and only option they currently offer. Or offer a wider clip option. The only positive about this is that it does look quite sleek, which is a major pro compared to other car air fresheners. So with better scent options (can we get something lavender based? Or something else floral? Less woods and more herbal), and another option for mounting, I would be willing to purchase from this brand again. However, until then, I can’t recommend, based on an overwhelmingly woody scent and useless clip, especially with such a high price tag.","R2RANECE903XSF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12 people found this helpful","All around thoroughly underwhelming","https://www.amazon.com/gp/customer-reviews/R2RANECE903XSF/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0C1HJV7BJ","Reviewed in the United States on May 16, 2025",,,"amzn1.account.AF46QUSXSOMYOKKNKBDNC56JS4SQ","https://www.amazon.com/gp/profile/amzn1.account.AF46QUSXSOMYOKKNKBDNC56JS4SQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Scent: Cabana/Starter Kit","B0C1HJV7BJ","Scent","Cabana/Starter Kit",,,,
